_ID_;_MAIN_CATEGORY_;_CATEGORY_;_NAME_;_MODEL_;_SKU_;_MANUFACTURER_;_DESCRIPTION_;_STATUS_;_SEO_KEYWORD_;_ATTRIBUTES_;_PRODUCT_IMAGES_
17415;"Инструменты|Электроинструмент|УШМ (болгарки)";"Инструменты|Электроинструмент|УШМ (болгарки)";"Углошлифовальная машина ЗУБР УШМ-115-800 М3, 115 мм 800 Вт";00000015295;"УШМ-115-800 М3";;"<p>&nbsp; Углошлифовальная машина ЗУБР УШМ-115-800 М3 используется для обработки различных поверхностей и материалов. Имеет компактные размеры, что способствует удобству при работе в местах с ограниченным доступом. Кожух диска надежно защищает оператора от искр и пыли. Функция блокировки шпинделя обеспечивает легкую замену оснастки. Поворотная голова с шагом 90 градусов дает возможность настроить инструмент под левую руку или для резки.Технические характеристики:- Мощность: 800 Вт;- Напряжение: 220 В;- Диаметр диска: 115 мм;- Посадочный диаметр: 22,2 мм;- Электр. регулировка оборотов: нет;- Число оборотов: 11000 об/мин;- Суперфланец: нет;- Быстрозажимная гайка SDS: нет;- Защита от непреднамеренного пуска: да;- Работа по бетону (камню): да;- Регулировка положения кожуха без инструмента: нет;- Поддержание постоянных оборотов под нагрузкой: нет;- Наличие виброручки: нет;- Плавный пуск: нет;- Вес: 2,1 кг;- Габариты: 360х130х105 мм;- Тип двигателя: щеточный;- Резьба шпинделя: М14;- Блокировка шпинделя при заклинивании диска: нет;- Защита от перегрева двигателя: нет;- Длина кабеля: 2 м;Особенности:- Удобная машина для работы одной рукой;- Легкое включение удобной кнопкой в одно движение;- Простой доступ к щеткам для самостоятельной замены;- Корпус редуктора из алюминиевого сплава лучше отводит тепло;- Возможность установки дополнительной рукоятки в двух положениях;- Пылезащищенный выключатель (степень защиты IP5X) - надежная защита основного узла;- Фланцы из разного материала препятствуют чрезмерному затягиванию диска;- Тонкий и эргономичный корпус позволяет удобно удерживать ЗУБР УШМ-115-800 М3 во время работы;- Специальная конструкция щеткодержателя, предотвращающая повреждение коллектора при полном износе щеток.Комплектация:- Углошлифовальная машина;- Защитный кожух;- Дополнительная рукоятка;- Специальный ключ;- Имбусовый ключ;- Руководство по эксплуатации;- Упаковка;Габариты и вес:- Вес: 2,47 кг;- Длина: 360 мм;- Ширина: 105 мм;- Высота: 130 мм.Страна производства: Китай.Компания приняла решение распространить расширенную 5 летнюю гарантию на электроинструменты ''ЗУБР'' проданные с 1 июля 2012 года.Гарантийный срок начинается со дня покупки инструмента первым владельцем.Базовая гарантия.Гарантийный срок составляет 36 месяцев со дня продажи, только при, безусловно, бытовом использовании инструмента для личных нужд.Гарантийный срок составляет 12 месяцев со дня продажи при применении инструмента для работ, связанных с профессиональной деятельностью, в условиях нагрузок средней интенсивности, за исключением индустриальных и промышленных работ в условиях высокой интенсивности и сверхтяжелых нагрузок.Расширенная гарант&nbsp;&nbsp;</p>";1;;"Характеристики|Мощность (Вт)|800
Характеристики|Вес нетто (кг)|2.1
Характеристики|Бренд|ЗУБР";
17416;"Инструменты|Электроинструмент|УШМ (болгарки)";"Инструменты|Электроинструмент|УШМ (болгарки)";"Углошлифовальная машина ЗУБР УШМ-125-1100 ТМ3  125 мм  1100Вт";00000015296;"УШМ-125-1100 ТМ3";;"<p>УШМ-125-1100 – надёжная углошлифовальная машина для мастеров-любителей и профессионалов. Подходит для обработки разнообразных материалов: пластика, дерева, мягкого камня, бетона. Регулируя частоту вращения, можно выполнять резку, шлифование или полировку.</p><p>Для удобства рабочего процесса предусмотрена дополнительная рукоятка, которую можно установить с правой или с левой стороны. Корпус редуктора разработан специально для повышения прочности самого нагруженного узла.</p><p>Подшипники ротора и шпинделя надёжно защищены от пыли. Кнопка включения блокируется во избежание случайного нажатия. Системы автоотключения щёток и защиты от перегрузок гарантируют долгий срок службы аппарата.</p>";1;;"Характеристики|Мощность (Вт)|1100
Характеристики|Вес нетто (кг)|2.3
Характеристики|Бренд|ЗУБР
Характеристики|Страна производства|Китай";
17417;"Инструменты|Электроинструмент|УШМ (болгарки)";"Инструменты|Электроинструмент|УШМ (болгарки)";"Углошлифовальная машина ЗУБР УШМ-125-1200, 125мм  1200Вт";00000015302;"УШМ-125-1200 ЭМЗ";;"<p>Удобная, мощная машина в компактном исполнении для резки, шлифовки, обдирки и зачистки дома, в гараже, мастерской. Двуручный хват позволяет надежно удерживать ее, регулятор оборотов расположен прямо под пальцем и широкий выключатель для удобства работы. Конструктивные решения, защищающие изделие от пыли (пылезащищенный выключатель и лабиринтные уплотнения подшипников), гарантируют надежную работу инструмента долгие годы<br></p>";1;;"Характеристики|Мощность (Вт)|1200
Характеристики|Вес нетто (кг)|2.4
Характеристики|Регулировка скорости|Есть
Характеристики|Диаметр диска (мм)|125
Характеристики|Бренд|ЗУБР
Характеристики|Страна производства|Китай";
17418;"Инструменты|Электроинструмент|УШМ (болгарки)";"Инструменты|Электроинструмент|УШМ (болгарки)";"Углошлифовальная машина ЗУБР УШМ-125-800 М3, 125 мм  800 Вт";00000015297;"УШМ-125-800 М3";;"<p>Компактная модель, особенно удобная для резки, шлифовки, обдирки и зачистки в труднодоступных местах. Удобный хват для надежного удержания, возможность установки дополнительной рукоятки с левой и правой стороны обеспечивают удобство и полный контроль над изделием во время работы. Конструктивные решения, защищающие изделие от пыли (пылезащищенный выключатель), гарантируют надежную работу инструмента долгие годы<br></p>";1;;"Характеристики|Мощность (Вт)|800
Характеристики|Вес нетто (кг)|2.1
Характеристики|Диаметр диска (мм)|125
Характеристики|Защита от непреднамеренного пуска|Да
Характеристики|Бренд|ЗУБР
Характеристики|Страна производства|Китай";
17419;"Инструменты|Электроинструмент|УШМ (болгарки)";"Инструменты|Электроинструмент|УШМ (болгарки)";"Углошлифовальная машина ЗУБР УШМ-125-950 М3, 125 мм  950 Вт";00000015298;"УШМ-125-950 М3";;"<p>&nbsp; Изделие компактного исполнения для резки, шлифовки, обдирки и зачистки дома, в гараже, мастерской. Удобный хват для надежного удержания, возможность установки дополнительной рукоятки с левой и правой стороны обеспечивают удобство и полный контроль над изделием во время работы. Конструктивные решения, защищающие изделие от пыли (пылезащищенный выключатель), гарантируют надежную работу инструмента долгие годы. Применение для зачистки, шлифовки и резки металлов при установке соответствующих шлифовальных и отрезных кругов. Преимущества - универсальное изделие повышенной мощности с широкими возможностями применения. Производительность в компактном исполнении. Пылезащищенный выключатель (степень защиты IP5X) - надежная защита основного узла. Специальная конструкция щеткодержателя, предотвращающая повреждение коллектора при полном износе щетокВозможность установки дополнительной рукоятки в двух положениях. Удобная блокировка шпинделя для быстрой замены диска. Корпус редуктора из алюминиевого сплава лучше отводит тепло. Поворотная с шагом 90° голова позволяет настроить изделие под левую руку или для резки. Легкое включение удобной кнопкой в одно движениеТонкий и эргономичный корпус позволяет удобно удерживать инструмент во время работы, не утомляясь. Фланцы из разного материала предотвращают чрезмерное затягивание диска при работеПростой доступ к щеткам для замены.&nbsp;&nbsp;</p>";1;;"Характеристики|Мощность (Вт)|950
Характеристики|Вес нетто (кг)|2.2
Характеристики|Диаметр диска (мм)|125
Характеристики|Число оборотов (об/мин)|11000
Характеристики|Бренд|ЗУБР
Характеристики|Страна производства|Китай";
17420;"Инструменты|Электроинструмент|УШМ (болгарки)";"Инструменты|Электроинструмент|УШМ (болгарки)";"Углошлифовальная машина ЗУБР УШМ-150-1400 М3,  150 мм 1400Вт";00000015299;"УШМ-150-1400 М3";;"<p>Углошлифовальная машина ЗУБР МАСТЕР УШМ-150-1400 М3 предназначена для работы по металлу, камню и бетону. Отличается повышенной мощностью и широким функционалом.</p><p>Корпус редуктора выполнен из алюминиевого сплава, что&nbsp;обеспечивает долгий срок службы&nbsp;и&nbsp;лучший отвод тепла.</p><p>Поворотная голова с шагом 90° позволяет подстроить инструмент под левую руку -&nbsp;для большего удобства.</p><p>Удобная блокировка шпинделя и специальные фланцы&nbsp;упрощают замену диска.&nbsp;</p>";1;;"Характеристики|Мощность (Вт)|1400
Характеристики|Вес нетто (кг)|3.7
Характеристики|Диаметр диска (мм)|150
Характеристики|Поддержание постоянных оборотов под нагрузкой|Да
Характеристики|Защита от непреднамеренного пуска|Да
Характеристики|Бренд|ЗУБР";catalog/products/Углошлифовальная_машина_ЗУБР_УШМ-150-1400_М3__150_мм_1400Вт_0995a471.jpg
17421;"Инструменты|Электроинструмент|УШМ (болгарки)";"Инструменты|Электроинструмент|УШМ (болгарки)";"Углошлифовальная машина ЗУБР УШМ-180-1800 ПМ3 плавный пуск, 180 мм  1800 В";00000015300;"УШМ-180-1800 ПМ3";;"<p>Изделие для резки, шлифовки, обдирки и зачистки с высокими потребительскими качествами. Простой, надежный и эффективный инструмент для работы с различными материалами. Для зачистки, шлифовки и резки металлов при установке соответствующих шлифовальных и отрезных кругов. Облегченная модель в линейке ЗУБР с сопоставимыми профессиональным моделям характеристиками для домашнего мастера. Мощный инструмент для любителей полной отдачи в работе.</p><p>Преимущества</p><p>Новое поколение углошлифовальных машин - еще эффективнее, еще надежнее</p><p>Облегченная модель в линейке ЗУБР с сопоставимыми профессиональным моделям характеристиками для домашнего мастера</p><p>Специально разработанный корпус редуктора для улучшения теплоотвода и обеспечения прочности самого нагруженного узла</p><p>Система плавного пуска позволяет включать мощный двигатель без рывка и пусковой перегрузки</p><p>Пылезащищенный выключатель (степень защиты IP5X) - надежная защита основного узла</p><p>Поворотные голова и основная рукоятка для более комфортной работы даже в сложных условиях</p><p>Удобная блокировка шпинделя для простой смены диска</p><p>Фирменная дополнительная рукоятка, устанавливаемая в двух положениях</p><p>Широкий эргономичный выключатель с пылезащитой, блокировкой непреднамеренного включения, а также фиксацией во включенном положении</p><p>Специальная конструкция щеткодержателя, предотвращающая повреждение коллектора при полном износе щеток</p><p>Быстрый доступ к щеткам для замены</p><p>Фланцы из разного материала предотвращают чрезмерное затягивание диска при работе</p>";1;;"Характеристики|Мощность (Вт)|1800
Характеристики|Вес нетто (кг)|4.5
Характеристики|Диаметр диска (мм)|180
Характеристики|Защита от непреднамеренного пуска|Да
Характеристики|Бренд|ЗУБР";catalog/products/Углошлифовальная_машина_ЗУБР_УШМ-180-1800_ПМ3_плавный_пуск_180_мм__1800_В_c6c51770.jpg
17422;"Инструменты|Электроинструмент|УШМ (болгарки)";"Инструменты|Электроинструмент|УШМ (болгарки)";"Углошлифовальная машина ЗУБР УШМ-230-2100 ПМ3, плавный пуск, 230 мм  2100 В";00000015301;"УШМ-230-2100 ПМ3";;"<p>Изделие для резки, шлифовки, обдирки и зачистки с высокими потребительскими качествами. Простой, надежный и эффективный инструмент для работы с различными материалами. Для зачистки, шлифовки и резки металлов при установке соответствующих шлифовальных и отрезных кругов. Облегченная модель в линейке ЗУБР с сопоставимыми профессиональным моделям характеристиками для домашнего мастера. Мощный инструмент для любителей полной отдачи в работе.<br></p>";1;;"Характеристики|Мощность (Вт)|2100
Характеристики|Плавный пуск|Есть
Характеристики|Вес нетто (кг)|4.9
Характеристики|Поддержание постоянных оборотов под нагрузкой|Да";
17423;"Инструменты|Электроинструмент|УШМ (болгарки)";"Инструменты|Электроинструмент|УШМ (болгарки)";"Углошлифовальная машина УШМ-115/800 Ресанта 75/12/1";00000018809;018809;;"<p><span style=""color: rgb(40, 35, 74); font-family: Inter, roboto, &quot;sans-serif&quot;; font-size: 16px; letter-spacing: 0.2px;"">Угловая шлифовальная машина (УШМ/болгарка) – ручной электроинструмент, предназначенный для выполнения шлифовальных и отрезных работ по металлу и иным конструкционным и строительным материалам (кроме асбестосодержащих), без подачи воды, в производственных и бытовых условиях, с помощью шлифовального/отрезного круга.Машина может работать шлифовальным, полировальным или отрезным кругом, а также зачистным инструментом (металлическими/капроновыми чашечными и дисковыми щетками, лепестковыми шлифовальными головками и т.п.)</span><br></p>";1;;"Характеристики|Мощность (Вт)|800
Характеристики|Вес нетто (кг)|2.187
Характеристики|Диаметр диска (мм)|115
Характеристики|Поддержание постоянных оборотов под нагрузкой|Да
Характеристики|Бренд|РЕСАНТА";
17424;"Инструменты|Электроинструмент|УШМ (болгарки)";"Инструменты|Электроинструмент|УШМ (болгарки)";"Углошлифовальная машина УШМ-125/1200Э Ресанта 75/12/4";00000018672;75/12/4;;"<p>Углошлифовальная машина Ресанта УШМ-125/1200Э применяется для шлифования, зачистки или резки материалов. Вытянутый корпус обеспечивает надежное удержание в процессе работы.Металлический редуктор обеспечивает долгий срок службы и лучший отвод тепла.Вентиляционные отверстия охлаждают двигатель, уменьшая риск перегрева рабочего механизма.Пильный диск прикрыт кожухом для защиты пользователя от повреждений.&nbsp;&nbsp;<br></p>";1;;"Характеристики|Мощность (Вт)|1200
Характеристики|Вес нетто (кг)|2.3
Характеристики|Регулировка скорости|Есть
Характеристики|Диаметр диска (мм)|1205
Характеристики|Поддержание постоянных оборотов под нагрузкой|Да";catalog/products/Углошлифовальная_машина_УШМ-125-1200Э_Ресанта_75-12-4_5298dcc8.jpg
17425;"Инструменты|Электроинструмент|УШМ (болгарки)";"Инструменты|Электроинструмент|УШМ (болгарки)";"Углошлифовальная машина УШМ-125/1400Э Ресанта 75/12/5";00000018730;018730;;"<p>Углошлифовальная машина Ресанта УШМ-125/1400Э 75/12/5 применяется для обработки и резки различных строительных материалов.</p><p>Смена шлифовальных дисков осуществляется быстро и безопасно благодаря блокировке шпинделя.&nbsp;</p><p>Благодаря электронной регулировке оборотов можно подстраиваться под конкретный тип материала.</p>";1;;"Характеристики|Мощность (Вт)|1400
Характеристики|Вес нетто (кг)|2.3
Характеристики|Регулировка скорости|Есть
Характеристики|Диаметр диска (мм)|1205
Характеристики|Поддержание постоянных оборотов под нагрузкой|Да
Характеристики|Защита от непреднамеренного пуска|Да";catalog/products/Углошлифовальная_машина_УШМ-125-1400Э_Ресанта_75-12-5_e9107560.jpg
17426;"Инструменты|Электроинструмент|УШМ (болгарки)";"Инструменты|Электроинструмент|УШМ (болгарки)";"Углошлифовальная машина УШМ-125/900 Ресанта 75/12/2";00000018673;75/12/2;;"<p>Угловая шлифовальная машина Ресанта УШМ-125/900 используется для зачистки, шлифования поверхности, резки материала. Укомплектована электрическим двигателем мощностью 0.9 кВт для надежной производительной работы. Вытянутый корпус обеспечивает более удобное удержание инструмента во время работы. Удобный ползунковый выключатель. Дополнительная боковая рукоятка с возможностью фиксации в двух положениях. Металлический корпус редуктора и качественные комплектующие позволяют увеличить срок эксплуатации инструмента. На корпусе находятся вентиляционные отверстия для защиты рабочего механизма от перегрева. Для быстрой и безопасной замены рабочей оснастки предусмотрена кнопка блокировки шпинделя.<br></p>";1;;"Характеристики|Вес нетто (кг)|2.1
Характеристики|Бренд|РЕСАНТА";catalog/products/Углошлифовальная_машина_УШМ-125-900_Ресанта_75-12-2_392c8d92.jpg
17427;"Инструменты|Электроинструмент|УШМ (болгарки)";"Инструменты|Электроинструмент|УШМ (болгарки)";"Углошлифовальная машина УШМ-150/1300 Ресанта 75/12/6";00000018674;018674;;"<p><span style=""color: rgb(40, 35, 74); font-family: Inter, roboto, &quot;sans-serif&quot;; font-size: 16px; letter-spacing: 0.2px;"">Болгарка (УШМ) Ресанта УШМ-150/1300 оснащена двигателем мощностью 1300 Вт. Для быстрой и легкой смены дисков предусмотрена блокировка шпинделя. Боковая рукоятка позволяет лучше контролировать инструмент во время работы. Диаметр диска составляет 150 мм. Болгарка на 150 мм является прекрасной альтернативой купить небольшую и немаленькую болгарку. Поэтому, кто не может решиться, что лучше – 125 или 180 мм, тот может выбрать размер 150. Такой болгаркой удобно и шлифовать, и резать. Отличается простотой в эксплуатации и прочным корпусом.</span><br></p>";1;;"Характеристики|Мощность (Вт)|1300
Характеристики|Бренд|РЕСАНТА";
17428;"Инструменты|Электроинструмент|УШМ (болгарки)";"Инструменты|Электроинструмент|УШМ (болгарки)";"Углошлифовальная машина УШМ-150/1400Э Ресанта 75/12/7";00000018700;018700;;"<p><span style=""color: rgb(40, 35, 74); font-family: Inter, roboto, &quot;sans-serif&quot;; font-size: 16px; letter-spacing: 0.2px;"">Угловая шлифовальная машина (УШМ/болгарка) – ручной электроинструмент, предназначенный для выполнения шлифовальных и отрезных работ по металлу и иным конструкционным и строительным материалам (кроме асбестосодержащих), без подачи воды, в производственных и бытовых условиях, с помощью шлифовального/отрезного круга.Машина может работать шлифовальным, полировальным или отрезным кругом, а также зачистным инструментом (металлическими/капроновыми чашечными и дисковыми щетками, лепестковыми шлифовальными головками и т.п. с рабочей скоростью не менее 80м/с)&nbsp;&nbsp;</span><br></p>";1;;"Характеристики|Вес нетто (кг)|2.635
Характеристики|Диаметр диска (мм)|150
Характеристики|Бренд|РЕСАНТА";catalog/products/Углошлифовальная_машина_УШМ-150-1400Э_Ресанта_75-12-7____2_9f8f3704.jpg
17429;"Инструменты|Электроинструмент|УШМ (болгарки)";"Инструменты|Электроинструмент|УШМ (болгарки)";"Углошлифовальная машина УШМ-180/1800 Ресанта 75/12/8";00000020631;0019799;;"<p><span style=""color: rgb(40, 35, 74); font-family: Inter, roboto, &quot;sans-serif&quot;; font-size: 16px; letter-spacing: 0.2px;"">&nbsp;Углошлифовальная машина Ресанта УШМ-125/1200Э применяется для шлифования, зачистки или резки материалов. Вытянутый корпус обеспечивает надежное удержание в процессе работы.Металлический редуктор обеспечивает долгий срок службы и лучший отвод тепла.Вентиляционные отверстия охлаждают двигатель, уменьшая риск перегрева рабочего механизма.Пильный диск прикрыт кожухом для защиты пользователя от повреждений.&nbsp;&nbsp;</span><br></p>";1;;"Характеристики|Мощность (Вт)|1800
Характеристики|Вес нетто (кг)|5.45
Характеристики|Поддержание постоянных оборотов под нагрузкой|Да
Характеристики|Защита от непреднамеренного пуска|Да
Характеристики|Бренд|РЕСАНТА";catalog/products/Углошлиф.маш._Интерскол_УШМ-180-1800М_180мм__18кВт_29f8923c.jpg
